ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
258,Delaware,8/6/2020,15365,587,8365,6413,1577.897725,192703,,3.820370973,19789.49725,
259,Florida,8/6/2020,510389,7747,,502642,2376.363022,3857363,29515,1.517861866,17959.82044,5.782844066
260,Georgia,8/6/2020,204895,4026,,200869,1929.799726,1724762,20002,1.964908856,16244.63865,9.762073257
261,Hawaii,8/6/2020,2914,29,1402,1483,205.8095647,134909,214,0.995195607,9528.33307,7.343857241
262,Idaho,8/6/2020,23401,223,8207,14971,1309.46552,194593,931,0.952950729,10888.97158,3.978462459
263,Illinois,8/6/2020,189705,7791,,181914,1497.061867,2939030,,4.106902823,23193.43053,
264,Indiana,8/6/2020,71015,3013,53301,14701,1054.852791,804345,9267,4.242765613,11947.69511,13.04935577
265,Iowa,8/6/2020,47559,912,35548,11099,1507.383354,503120,,1.917618116,15946.39739,
266,Kansas,8/6/2020,29617,378,1254,27985,1016.608577,308718,1821,1.27629402,10596.79801,6.148495796
267,Kentucky,8/6/2020,33254,760,8523,23971,744.324842,632444,3924,2.285439346,14156.0047,11.8000842
268,Louisiana,8/6/2020,127246,4146,89083,34017,2737.18302,1484972,,3.258255662,31943.16634,
269,Maine,8/6/2020,3999,124,3475,400,297.4977161,180916,390,3.100775194,13458.88893,9.75243811
270,Maryland,8/6/2020,93005,3551,5790,83664,1538.371201,992141,12978,3.818074297,16410.74288,13.95408849
271,Massachusetts,8/6/2020,119874,8691,99021,12162,1739.19402,1271218,12007,7.250112618,18443.48853,10.0163505
272,Michigan,8/6/2020,94656,6506,60022,28128,947.805701,2006578,,6.873309669,20092.18716,
273,Minnesota,8/6/2020,58640,1677,51604,5359,1039.784156,899480,5421,2.859822647,15949.26761,9.244542974
274,Mississippi,8/6/2020,64400,1825,42391,20184,2163.870156,482541,4511,2.833850932,16213.60355,7.004658385
275,Missouri,8/6/2020,56773,1302,,55471,925.0291816,742311,,2.293343667,12094.82213,
276,Montana,8/6/2020,4602,65,2964,1573,430.5852104,185815,259,1.412429379,17385.74334,5.627987831
277,Nebraska,8/6/2020,27821,340,19885,7596,1438.217791,290181,1681,1.222098415,15001.02357,6.042198339
278,Nevada,8/6/2020,53557,900,1251,51406,1738.775569,500195,,1.680452602,16239.27489,
279,New Hampshire,8/6/2020,6742,419,5923,400,495.8406603,167407,698,6.214773064,12311.95453,10.35301098
280,New Jersey,8/6/2020,183701,15849,32811,135041,2068.194893,2230245,21565,8.627606818,25109.17916,11.73918487
281,New Mexico,8/6/2020,21773,669,8828,12276,1038.377474,597408,2781,3.072612869,28491.02144,12.77270013
282,New York,8/6/2020,418928,32756,73472,312700,2153.477196,6298805,89995,7.819004698,32378.6735,21.48221174
283,North Carolina,8/6/2020,131802,2126,105093,24583,1256.683299,1904750,,1.613025599,18161.08643,
284,North Dakota,8/6/2020,7177,109,5949,1119,941.7868887,163719,400,1.518740421,21483.68505,5.573359342
285,Ohio,8/6/2020,97471,3618,74612,19241,833.8623162,1598039,11366,3.711873275,13671.1894,11.66090427
286,Oklahoma,8/6/2020,41401,593,34320,6488,1046.280097,674653,3497,1.432332552,17049.73324,8.446655878
287,Oregon,8/6/2020,20224,339,4065,15820,479.4988403,432262,1743,1.676226266,10248.67127,8.618473101
288,Pennsylvania,8/6/2020,121247,7282,88555,25410,947.0950178,1300251,,6.005921796,10156.63269,
289,Rhode Island,8/6/2020,19611,1014,1866,16731,1851.210305,215723,2264,5.170567539,20363.50215,11.54454133
290,South Carolina,8/6/2020,96797,1942,32859,61996,1880.022856,756145,5799,2.006260525,14686.09443,5.990888147
291,South Dakota,8/6/2020,9273,141,8145,987,1048.200493,117574,861,1.520543513,13290.31864,9.285021029
292,Tennessee,8/6/2020,116350,1186,77558,37606,1703.719952,1635191,5109,1.019338204,23944.19882,4.391061453
293,Texas,8/6/2020,483920,8569,323804,151547,1668.9267,3944480,,1.770747231,13603.58735,
294,Utah,8/6/2020,42915,330,31619,10966,1338.601441,555391,2554,0.768961901,17323.71416,5.95129908
295,Vermont,8/6/2020,1445,58,1258,129,231.5745951,100052,,4.01384083,16034.25701,
296,Virginia,8/6/2020,95867,2299,12635,80933,1123.15373,1194927,13984,2.398114054,13999.46506,14.58687557
297,Washington,8/6/2020,60917,1653,,59264,799.9718446,1010191,5840,2.713528243,13265.99074,9.586814846
298,West Virginia,8/6/2020,7278,124,5330,1824,406.1050795,307409,,1.703764771,17153.113,
299,Wisconsin,8/6/2020,57779,978,47221,9580,992.3513087,1023836,4881,1.692656501,17584.32985,8.447705914
300,Wyoming,8/6/2020,2953,27,2366,560,510.2296465,56108,171,0.914324416,9694.536068,5.7907213
301,Alabama,8/7/2020,98301,1735,37923,58643,2004.839711,749416,11537,1.764987131,15284.26931,11.73640146
302,Alaska,8/7/2020,3536,25,1238,2273,483.3605588,268851,,0.707013575,36751.12262,
303,Arizona,8/7/2020,185053,4081,24815,156157,2542.384874,1004845,19241,2.205314153,13805.24892,10.39756178
304,Arkansas,8/7/2020,48039,521,40360,7158,1591.852884,551523,3168,1.084535482,18275.64017,6.594641853
305,California,8/7/2020,546814,10133,,536681,1383.910999,8596882,,1.853098128,21757.52551,
306,Colorado,8/7/2020,49875,1857,5490,42528,866.0754721,571363,6572,3.723308271,9921.673784,13.17694236
307,Connecticut,8/7/2020,50320,4441,8721,37158,1411.387078,864633,10920,8.825516693,24251.42773,21.70111288
308,Delaware,8/7/2020,15445,588,8392,6465,1586.113268,194784,,3.8070573,20003.20406,
309,Florida,8/7/2020,518075,7927,,510148,2412.148915,3896939,30114,1.530087343,18144.08566,5.81267191
310,Georgia,8/7/2020,209004,4117,,204887,1968.500266,1753129,20282,1.969818759,16511.81271,9.704120495
311,Hawaii,8/7/2020,3115,31,1440,1644,220.0057632,135284,225,0.995184591,9554.818515,7.223113965
312,Idaho,8/7/2020,23925,229,8486,15210,1338.787341,198700,954,0.957157785,11118.78975,3.987460815
313,Illinois,8/7/2020,191808,7822,,183986,1513.657745,2985918,,4.07803637,23563.44838,
314,Indiana,8/7/2020,72254,3023,54068,15163,1073.256827,817104,9354,4.183851413,12137.21657,12.94599607
315,Iowa,8/7/2020,48040,915,36322,10803,1522.628658,508700,,1.904662781,16123.25559,
316,Kansas,8/7/2020,30137,379,1293,28465,1034.457666,316512,1875,1.257590337,10864.32839,6.221588081
317,Kentucky,8/7/2020,33796,764,8589,24443,756.4564372,641994,3975,2.260622559,14369.76251,11.76174695
318,Louisiana,8/7/2020,128746,4207,89083,35456,2769.449453,1505002,,3.267674336,32374.03077,
319,Maine,8/7/2020,4016,124,3479,413,298.7623976,183722,393,3.087649402,13667.63576,9.785856574
320,Maryland,8/7/2020,93806,3565,5838,84403,1551.620331,1006824,13047,3.800396563,16653.61051,13.90849199
321,Massachusetts,8/7/2020,120291,8709,99021,12561,1745.244072,1286055,12022,7.239943138,18658.7514,9.994097647
322,Michigan,8/7/2020,95470,6524,60022,28924,955.9564135,2036595,,6.833560281,20392.75219,
323,Minnesota,8/7/2020,59185,1681,51940,5564,1049.447907,910271,5458,2.840246684,16140.60988,9.221931233
324,Mississippi,8/7/2020,65436,1848,42391,21197,2198.680241,487212,4577,2.824133504,16370.55134,6.994620698
325,Missouri,8/7/2020,57837,1324,,56513,942.3654339,752740,,2.28919204,12264.74673,
326,Montana,8/7/2020,4757,70,3122,1565,445.0877544,187756,264,1.471515661,17567.35262,5.549716208
327,Nebraska,8/7/2020,28104,345,20176,7583,1452.84759,293902,1688,1.227583262,15193.38216,6.006262454
328,Nevada,8/7/2020,54533,920,1297,52316,1770.462275,506998,,1.687051877,16460.14033,
329,New Hampshire,8/7/2020,6779,419,5941,419,498.5618267,168465,699,6.180852633,12389.76518,10.31125535
330,New Jersey,8/7/2020,184061,15849,32956,135256,2072.247948,2252792,21949,8.610732312,25363.02421,11.924851
331,New Mexico,8/7/2020,21965,675,8950,12340,1047.534158,604382,2803,3.073070794,28823.6189,12.76121102
332,New York,8/7/2020,419642,32760,73530,313352,2157.147475,6368975,89995,7.806654243,32739.37867,21.44566083
333,North Carolina,8/7/2020,133337,2160,105093,26084,1271.318956,1939812,,1.619955451,18495.38963,
334,North Dakota,8/7/2020,7327,110,6164,1053,961.4703266,165701,408,1.501296574,21743.76888,5.568445476
335,Ohio,8/7/2020,98675,3652,75975,19048,844.1625104,1623095,11447,3.701038764,13885.54294,11.6007094
336,Oklahoma,8/7/2020,42255,600,35001,6654,1067.862261,685815,3555,1.419950302,17331.8177,8.413205538
337,Oregon,8/7/2020,20635,348,4111,16176,489.2434023,437693,1758,1.686455052,10377.437,8.519505694
338,Pennsylvania,8/7/2020,122028,7296,90304,24428,953.1956323,1316899,,5.97895565,10286.67498,
339,Rhode Island,8/7/2020,19738,1014,1876,16848,1863.198664,217973,2276,5.137298612,20575.89434,11.53105684
340,South Carolina,8/7/2020,98219,1962,37798,58459,1907.641403,767961,6153,1.997576844,14915.58863,6.264572028
341,South Dakota,8/7/2020,9371,144,8244,983,1059.278208,118727,866,1.53665564,13420.65135,9.241276278
342,Tennessee,8/7/2020,118782,1206,79357,38219,1739.331872,1662032,5190,1.015305349,24337.23317,4.369348891
343,Texas,8/7/2020,491304,8847,331668,150789,1694.392386,4000532,,1.800718089,13796.89757,
344,Utah,8/7/2020,43375,335,32371,10669,1352.949727,559100,2578,0.772334294,17439.40501,5.94351585
345,Vermont,8/7/2020,1448,58,1260,130,232.0553728,100962,,4.005524862,16180.09292,
346,Virginia,8/7/2020,97882,2317,12725,82840,1146.760964,1208745,14097,2.367135939,14161.35328,14.4020351
347,Washington,8/7/2020,61587,1672,,59915,808.7703924,1011024,5874,2.714858655,13276.92983,9.537727118
348,West Virginia,8/7/2020,7452,127,5510,1815,415.8141045,312677,,1.704240472,17447.0621,
349,Wisconsin,8/7/2020,58768,990,48244,9534,1009.337332,1037976,4930,1.684590253,17827.18361,8.38891914
350,Wyoming,8/7/2020,3000,28,2420,552,518.3504706,56625,176,0.933333333,9783.865132,5.866666667
351,Alabama,8/8/2020,100173,1755,37923,60495,2043.018976,749502,11537,1.751969093,15286.02327,11.51707546
352,Alaska,8/8/2020,3613,26,1254,2333,493.8862271,273593,,0.719623582,37399.33975,
353,Arizona,8/8/2020,186107,4137,25163,156807,2556.865448,1016521,19244,2.222914775,13965.66181,10.34028811
354,Arkansas,8/8/2020,48811,535,40360,7916,1617.434399,551523,3223,1.096064412,18275.64017,6.603019811
355,California,8/8/2020,554388,10307,,544081,1403.079751,8707527,,1.859167226,22037.55278,
356,Colorado,8/8/2020,50306,1857,5490,42959,873.5597534,579131,6582,3.691408579,10056.5645,13.08392637
357,Connecticut,8/8/2020,50320,4441,8721,37158,1411.387078,864633,10920,8.825516693,24251.42773,21.70111288
358,Delaware,8/8/2020,15502,590,8416,6496,1591.966842,195894,,3.805960521,20117.19472,
359,Florida,8/8/2020,526577,8109,,518468,2451.734091,3945872,30639,1.539945725,18371.91693,5.818522267
360,Georgia,8/8/2020,213427,4186,,209241,2010.158209,1797966,20556,1.961326355,16934.10915,9.631396215
361,Hawaii,8/8/2020,3346,31,1467,1848,236.3207974,139246,231,0.926479378,9834.64607,6.90376569
362,Idaho,8/8/2020,24497,235,8738,15524,1370.795131,202971,968,0.959301139,11357.78497,3.951504266
363,Illinois,8/8/2020,193998,7840,,186158,1530.940186,3033934,,4.041278776,23942.36787,
364,Indiana,8/8/2020,73287,3036,54068,16183,1088.60095,828466,9354,4.142617381,12305.98707,12.76351877
365,Iowa,8/8/2020,48535,927,36882,10726,1538.317692,513547,,1.909961883,16276.88134,
366,Kansas,8/8/2020,30463,380,1293,28790,1045.647671,316512,1875,1.247414897,10864.32839,6.155007714
367,Kentucky,8/8/2020,34578,772,8674,25132,773.9599563,648435,4002,2.232633466,14513.93153,11.57383307
368,Louisiana,8/8/2020,128746,4207,89083,35456,2769.449453,1505002,,3.267674336,32374.03077,
369,Maine,8/8/2020,4028,125,3504,399,299.6551139,186401,393,3.103277061,13866.93468,9.756703078
370,Maryland,8/8/2020,94581,3577,5899,85105,1564.439401,1019523,13105,3.781943519,16863.66133,13.85584843
371,Massachusetts,8/8/2020,120711,8721,99021,12969,1751.337649,1302744,12044,7.22469369,18900.88405,9.977549685
372,Michigan,8/8/2020,96191,6520,63636,26035,963.1759021,2075121,,6.778180911,20778.51921,
373,Minnesota,8/8/2020,60101,1689,52768,5644,1065.690102,921397,5506,2.81026938,16337.89226,9.161245237
374,Mississippi,8/8/2020,66646,1874,42391,22381,2239.336807,493590,4606,2.81187168,16584.85513,6.911142454
375,Missouri,8/8/2020,58021,1327,,56694,945.3634324,752740,,2.287102945,12264.74673,
376,Montana,8/8/2020,4889,75,3255,1559,457.438308,188846,268,1.534056044,17669.33825,5.481693598
377,Nebraska,8/8/2020,28245,345,20333,7567,1460.136641,297538,1704,1.221455125,15381.34664,6.032926182
378,Nevada,8/8/2020,55419,949,1297,53173,1799.227052,513019,,1.712409102,16655.61744,
379,New Hampshire,8/8/2020,6818,419,6049,350,501.4300833,171251,700,6.145497213,12594.66166,10.26694045
380,New Jersey,8/8/2020,184429,15869,32956,135604,2076.39107,2252792,21949,8.604395187,25363.02421,11.90105678
381,New Mexico,8/8/2020,22115,681,9166,12268,1054.687817,612854,2819,3.079357902,29227.65757,12.7470043
382,New York,8/8/2020,420345,32768,73609,313968,2160.76121,6443832,89995,7.795501314,33124.17711,21.40979434
383,North Carolina,8/8/2020,134948,2184,105093,27671,1286.679245,1969766,,1.618401162,18780.98993,
384,North Dakota,8/8/2020,7508,112,6268,1128,985.2216749,167367,414,1.491742142,21962.38626,5.514118274
385,Ohio,8/8/2020,99969,3668,77429,18872,855.2326526,1644493,11516,3.669137433,14068.60237,11.51957107
386,Oklahoma,8/8/2020,43080,603,35745,6732,1088.711542,693565,3594,1.399721448,17527.67458,8.342618384
387,Oregon,8/8/2020,21010,355,4111,16544,498.1344261,438067,1758,1.689671585,10386.30431,8.367444074
388,Pennsylvania,8/8/2020,122665,7310,90930,24425,958.1714216,1333057,,5.959320099,10412.88975,
389,Rhode Island,8/8/2020,19738,1014,1876,16848,1863.198664,217973,2276,5.137298612,20575.89434,11.53105684
390,South Carolina,8/8/2020,99460,2007,37798,59655,1931.744509,778075,6153,2.017896642,15112.02603,6.186406596
391,South Dakota,8/8/2020,9477,146,8307,1024,1071.260226,119987,871,1.540571911,13563.07911,9.190672154
392,Tennessee,8/8/2020,120585,1215,80340,39030,1765.733308,1685486,5262,1.007588008,24680.67148,4.363726832
393,Texas,8/8/2020,497632,9058,338343,150231,1716.216176,4012657,,1.820220565,13838.71385,
394,Utah,8/8/2020,43751,335,33115,10301,1364.67789,566355,2604,0.765696784,17665.70242,5.951863957
395,Vermont,8/8/2020,1454,58,1272,124,233.0169282,101803,,3.988995873,16314.87094,
396,Virginia,8/8/2020,99189,2322,12843,84024,1162.073449,1223028,14101,2.340985392,14328.68933,14.21629415
397,Washington,8/8/2020,62523,1688,,60835,821.062095,1011694,5890,2.699806471,13285.72837,9.420533244
398,West Virginia,8/8/2020,7563,131,5609,1823,422.0077929,317920,,1.732116885,17739.61623,
399,Wisconsin,8/8/2020,59933,996,49283,9654,1029.346146,1051158,4980,1.661855739,18053.58378,8.309278695
400,Wyoming,8/8/2020,3015,28,2462,525,520.9422229,56638,177,0.928689884,9786.111317,5.870646766
401,Alabama,8/9/2020,101334,1768,37923,61643,2066.697463,762451,11537,1.744725364,15550.11691,11.38512247
402,Alaska,8/9/2020,3711,26,1269,2416,507.2825322,277919,,0.700619779,37990.69093,
403,Arizona,8/9/2020,186923,4150,25527,157246,2568.076215,1022563,19268,2.220165523,14048.67094,10.30798778
404,Arkansas,8/9/2020,49383,544,41452,7387,1636.388579,563831,3284,1.101593666,18683.4864,6.650061762
405,California,8/9/2020,559746,10377,,549369,1416.640112,8826119,,1.85387658,22337.69282,
406,Colorado,8/9/2020,50642,1858,5507,43277,879.3943671,585880,6602,3.668891434,10173.76035,13.03660993
407,Connecticut,8/9/2020,50320,4441,8721,37158,1411.387078,864633,10920,8.825516693,24251.42773,21.70111288
408,Delaware,8/9/2020,15575,591,8449,6535,1599.463525,198119,,3.794542536,20345.68951,
409,Florida,8/9/2020,532806,8186,,524620,2480.736215,3985663,30893,1.53639411,18557.18319,5.798170441
410,Georgia,8/9/2020,216596,4199,,212397,2040.005376,1835048,20628,1.938632292,17283.36528,9.523721583
411,Hawaii,8/9/2020,3498,31,1511,1956,247.0562311,141944,237,0.886220698,10025.20002,6.775300172
412,Idaho,8/9/2020,24675,237,8921,15517,1380.755596,204831,988,0.960486322,11461.86624,4.004052685
413,Illinois,8/9/2020,195380,7845,,187535,1541.846275,3075288,,4.015252329,24268.71402,
414,Indiana,8/9/2020,74328,3041,54068,17219,1104.063905,841125,9354,4.091324938,12494.02314,12.58475944
415,Iowa,8/9/2020,48919,931,37096,10892,1550.488579,518810,,1.903146017,16443.69222,
416,Kansas,8/9/2020,30662,380,1293,28989,1052.47838,316512,1875,1.239319027,10864.32839,6.115060988
417,Kentucky,8/9/2020,34982,773,8674,25535,783.0026951,648839,4002,2.20970785,14522.97426,11.44016923
418,Louisiana,8/9/2020,131399,4263,89083,38053,2826.518017,1540571,,3.244316928,33139.15394,
419,Maine,8/9/2020,4044,125,3512,407,300.8454024,188986,393,3.090999011,14059.24066,9.71810089
420,Maryland,8/9/2020,95503,3585,5910,86008,1579.68996,1039345,13177,3.753808781,17191.5318,13.79747233
421,Massachusetts,8/9/2020,121040,8735,99021,13284,1756.110951,1319939,12054,7.216622604,19150.358,9.958691342
422,Michigan,8/9/2020,96726,6519,63636,26571,968.5329428,2101332,,6.739656349,21040.97415,
423,Minnesota,8/9/2020,60898,1698,53568,5632,1079.82223,934973,5555,2.788268909,16578.61719,9.12181024
424,Mississippi,8/9/2020,67173,1896,42391,22886,2257.044254,494117,4606,2.822562637,16602.56257,6.85692168
425,Missouri,8/9/2020,59383,1334,,58049,967.5551387,752740,,2.246434165,12264.74673,
426,Montana,8/9/2020,4952,75,3275,1602,463.3328905,189946,272,1.51453958,17772.25953,5.49273021
427,Nebraska,8/9/2020,28432,345,20746,7341,1469.803682,299674,1715,1.213421497,15491.76802,6.031935847
428,Nevada,8/9/2020,56230,957,1297,53976,1825.556887,517604,,1.701938467,16804.47354,
429,New Hampshire,8/9/2020,6835,419,6063,353,502.680349,172585,701,6.130212143,12692.77074,10.25603511
430,New Jersey,8/9/2020,184773,15874,32977,135922,2080.263989,2301852,21992,8.59108203,25915.36547,11.90217185
431,New Mexico,8/9/2020,22315,685,9262,12368,1064.226029,620128,2838,3.069684069,29574.56235,12.71790276
432,New York,8/9/2020,420860,32774,73689,314397,2163.40854,6509644,89995,7.78738773,33462.48021,21.38359549
433,North Carolina,8/9/2020,136346,2192,105093,29061,1300.008657,1986548,,1.607674593,18941.00009,
434,North Dakota,8/9/2020,7596,112,6355,1129,996.7692917,168672,415,1.474460242,22133.63217,5.46340179
435,Ohio,8/9/2020,100848,3669,78435,18744,862.7524788,1668548,11565,3.638148501,14274.39238,11.46775345
436,Oklahoma,8/9/2020,43566,603,36052,6911,1100.993664,694051,3605,1.384106872,17539.9567,8.274801451
437,Oregon,8/9/2020,21272,356,4111,16805,504.3462881,447037,1758,1.673561489,10598.9776,8.264385107
438,Pennsylvania,8/9/2020,123312,7311,90930,25071,963.2253238,1347210,,5.928863371,10523.44288,
439,Rhode Island,8/9/2020,19738,1014,1876,16848,1863.198664,217973,2276,5.137298612,20575.89434,11.53105684
440,South Carolina,8/9/2020,100435,2031,37798,60606,1950.681277,785984,6153,2.022203415,15265.63721,6.126350376
441,South Dakota,8/9/2020,9605,146,8334,1125,1085.729078,120897,876,1.520041645,13665.9436,9.12024987
442,Tennessee,8/9/2020,122712,1223,80997,40492,1796.879095,1713120,5304,0.996642545,25085.31779,4.322315666
443,Texas,8/9/2020,503328,9157,344845,149326,1735.860345,4025864,,1.8192908,13884.2617,
444,Utah,8/9/2020,44127,336,33914,9877,1376.406054,570613,2620,0.761438575,17798.51763,5.937407936
445,Vermont,8/9/2020,1459,58,1279,122,233.8182244,102691,,3.975325565,16457.18114,
446,Virginia,8/9/2020,100086,2326,12923,84837,1172.582476,1244258,14123,2.324001359,14577.41468,14.11086466
447,Washington,8/9/2020,63072,1688,,61384,828.2716514,1012630,5896,2.676306443,13298.02008,9.348046677
448,West Virginia,8/9/2020,7695,139,5678,1878,429.3732601,323072,,1.806367771,18027.09264,
